946,Hyundai Creta 1.6 CRDi SX Option,20180101,1490000,Diesel
947,Hyundai Grand i10 Asta Option,20150101,490000,Gasolina/Etanol
948,Hyundai EON Era Plus,20140101,260000,Gasolina/Etanol
949,Hyundai Xcent 1.1 CRDi SX Option,20140101,455000,Diesel
950,Tata Nano Lx BSIV,20100101,75000,Não identificado
951,Toyota Etios Cross 1.2L G,20150101,421000,Gasolina/Etanol
952,Maruti Swift DDiS LDI,20160101,550000,Gasolina/Etanol
953,Hyundai i10 Sportz 1.2 AT,20130101,330000,Gasolina/Etanol
954,Volkswagen Vento 1.5 TDI Comfortline,20120101,390000,Diesel
955,Skoda Rapid 1.5 TDI AT Ambition,20150101,599000,Diesel
956,Hyundai Getz GLE,20070101,110000,Gasolina/Etanol
957,Renault KWID RXT Optional,20160101,250000,Gasolina/Etanol
958,Mahindra Scorpio M2DI,20120101,600000,Diesel
959,Ford Endeavour XLT TDCi 4X2,20080101,280000,Gasolina/Etanol
960,Audi Q3 35 TDI Quattro Technology,20180101,2700000,Diesel
961,Mahindra Renault Logan 1.4 GLX Petrol,20080101,80000,Gasolina/Etanol
962,Maruti Alto K10 VXI,20190101,350000,Gasolina/Etanol
963,Maruti Swift VDI BSIV,20150101,475000,Gasolina/Etanol
964,Audi A5 Sportback,20200101,4700000,Gasolina
965,Maruti Swift Dzire VDI,20180101,500000,Gasolina/Etanol
966,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,20140101,250000,Elétrico
967,Hyundai Accent CRDi,20050101,100000,Diesel
968,Maruti Alto K10 VXI Airbag,20190101,350000,Gasolina/Etanol
969,BMW 7 Series Signature 730Ld,20140101,4000000,Gasolina
970,Toyota Camry 2.5 Hybrid,20170101,1900000,Gasolina/Etanol
971,Hyundai Santro Xing XG,20050101,95000,Gasolina/Etanol
972,Hyundai Grand i10 CRDi Sportz,20150101,409999,Diesel
973,Mahindra XUV500 W5 BSIV,20180101,1050000,Diesel
974,Maruti Alto K10 VXI,20170101,320000,Gasolina/Etanol
975,Mahindra XUV300 W8 Option Diesel BSIV,20190101,1000000,Diesel
976,Toyota Innova Crysta 2.4 VX MT BSIV,20170101,1770000,Gasolina/Etanol
977,Mahindra Thar CRDe,20180101,950000,Diesel
978,Maruti Swift Dzire ZDI,20180101,750000,Gasolina/Etanol
979,Hyundai EON Magna Plus,20140101,220000,Gasolina/Etanol
980,Tata Hexa XM,20170101,1000000,Não identificado
981,Honda Mobilio E i DTEC,20170101,660000,Diesel
982,Maruti Ertiga ZDI,20150101,716000,Gasolina/Etanol
983,Maruti Ciaz ZXi Plus,20150101,675000,Gasolina/Etanol
984,Mahindra Scorpio LX,20100101,385000,Diesel
985,Fiat Grande Punto EVO 1.3 Dynamic,20140101,325000,Elétrico
986,Hyundai Creta 1.6 CRDi SX Option,20150101,950000,Diesel
987,Ford Endeavour Hurricane Limited Edition,20070101,400000,Gasolina/Etanol
988,Tata Indica Vista TDI LS,20140101,250000,Diesel
989,Land Rover Discovery S 2.0 SD4,20180101,4000000,Gasolina
990,Maruti Alto 800 LXI,20140101,210000,Gasolina/Etanol
991,Hyundai i10 Era 1.1 iTech SE,20110101,147000,Gasolina/Etanol
992,Maruti Vitara Brezza VDi Option,20180101,725000,Gasolina/Etanol
993,Mahindra Scorpio SLE BSIV,20120101,550000,Diesel
994,Hyundai i20 Sportz Option 1.2,20160101,475000,Gasolina/Etanol
995,Hyundai Santro Xing GLS,20140101,250000,Gasolina/Etanol
996,Tata Indica LSI,20060101,70000,Não identificado
997,Hyundai EON Era Plus,20120101,160000,Gasolina/Etanol
998,Ford Endeavour 3.0L 4X4 AT,20110101,1000000,Gasolina/Etanol
999,Hyundai Santro LE zipPlus,20010101,68000,Gasolina/Etanol
1000,Hyundai Grand i10 1.2 Kappa Asta,20170101,500000,Gasolina/Etanol
1001,Tata Indigo CR4,20130101,170000,Não identificado
1002,Mahindra Scorpio S11 BSIV,20180101,1300000,Diesel
1003,Hyundai Creta 1.4 EX Diesel,20200101,1050000,Diesel
1004,Maruti Ritz LXI,20090101,300000,Gasolina/Etanol
1005,Hyundai i20 Magna 1.2,20160101,600000,Gasolina/Etanol
1006,Hyundai Verna CRDi 1.6 SX,20170101,900000,Diesel
1007,Hyundai Grand i10 1.2 Kappa Sportz BSIV,20190101,550000,Gasolina/Etanol
1008,Maruti Alto LX,20070101,100000,Gasolina/Etanol
1009,Honda Brio 1.2 S MT,20170101,400000,Gasolina/Etanol
1010,Tata Nano Lx,20110101,120000,Não identificado
1011,Hyundai i20 Asta 1.4 CRDi,20130101,300000,Diesel
1012,Tata Indigo LX,20110101,140000,Não identificado
1013,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,20150101,640000,Não identificado
1014,Maruti Alto K10 VXI,20180101,380000,Gasolina/Etanol
1015,Tata Nano Lx,20110101,120000,Não identificado
1016,Maruti Ciaz 1.4 Delta,20180101,650000,Gasolina/Etanol
1017,Maruti Alto LX,20090101,150000,Gasolina/Etanol
1018,Ford Figo Aspire 1.2 Ti-VCT Trend,20180101,550000,Gasolina/Etanol
1019,Mahindra XUV500 W8 4WD,20120101,650000,Diesel
1020,Mitsubishi Pajero Sport 4X4,20120101,1025000,Não identificado
1021,Ford Fiesta 1.5 TDCi Titanium,20110101,195000,Gasolina/Etanol
1022,Mercedes-Benz C-Class Progressive C 220d,20180101,3800000,Gasolina
1023,BMW 3 Series 320d Sport,20130101,1490000,Gasolina
1024,BMW X5 xDrive 30d xLine,20190101,4950000,Gasolina
1025,Honda City i-VTEC CVT ZX,20180101,1140000,Gasolina/Etanol
1026,Chevrolet Beat Diesel LS,20110101,95000,Diesel
1027,BMW 3 Series GT Luxury Line,20170101,3050000,Gasolina
1028,Hyundai Grand i10 1.2 Kappa Magna AT,20170101,550000,Gasolina/Etanol
1029,Maruti Ertiga VXI,20150101,625000,Gasolina/Etanol
1030,Hyundai Grand i10 Magna AT,20170101,520000,Gasolina/Etanol
1031,Chevrolet Beat LT Option,20160101,239000,Elétrico
1032,Toyota Fortuner 4x2 AT,20170101,2600000,Gasolina/Etanol
1033,Hyundai i10 Magna,20120101,229999,Gasolina/Etanol
1034,Audi A6 2.0 TDI Premium Plus,20130101,1300000,Diesel
1035,Maruti Baleno Delta 1.2,20170101,585000,Gasolina/Etanol
1036,Maruti Baleno Alpha CVT,20180101,825000,Gasolina/Etanol
1037,Hyundai i20 1.4 Magna Executive,20130101,280000,Gasolina/Etanol
1038,Maruti Baleno Zeta,20160101,725000,Gasolina/Etanol
1039,Mahindra Verito 1.5 D4 BSIV,20150101,300000,Diesel
1040,Hyundai Xcent 1.2 Kappa S,20150101,375000,Gasolina/Etanol
1041,Honda City VTEC,20030101,310000,Gasolina/Etanol
1042,Maruti Swift Dzire VDi,20110101,375000,Gasolina/Etanol
1043,Ford Endeavour 3.2 Titanium AT 4X4,20160101,1950000,Gasolina/Etanol
1044,Tata Xenon XT EX 4X2,20120101,400000,Não identificado
1045,Nissan Terrano XL Plus 85 PS,20140101,550000,Gasolina/Etanol
1046,Maruti Eeco 7 Seater Standard BSIV,20180101,270000,Gasolina/Etanol
1047,Maruti Ertiga ZDI,20120101,555000,Gasolina/Etanol
1048,Ford Ecosport 1.5 DV5 MT Ambiente,20130101,500000,Gasolina/Etanol
1049,Skoda Laura Elegance 1.9 TDI  AT,20100101,400000,Diesel
1050,Hyundai EON 1.0 Era Plus,20170101,280000,Gasolina/Etanol
1051,Tata Indica GLS BS IV,20080101,80000,Não identificado
1052,Tata Indica DLS,20060101,55000,Não identificado
1053,Maruti Alto 800 LXI Airbag,20140101,250000,Gasolina/Etanol
1054,Mahindra Bolero SLX 2WD,20100101,250000,Diesel
1055,Mahindra Jeep MM 540,20070101,95000,Diesel
1056,Mahindra Scorpio 1.99 S10,20140101,725000,Diesel
1057,Mahindra Bolero Power Plus Plus AC BSIV PS,20150101,320000,Diesel
1058,Skoda Octavia Elegance 2.0 TDI AT,20140101,1200000,Diesel
1059,Chevrolet Beat Diesel LS,20120101,160000,Diesel
1060,Honda Jazz 1.5 VX i DTEC,20180101,790000,Diesel
1061,Honda City i-VTEC ZX,20180101,1200000,Gasolina/Etanol
1062,Maruti Swift LXI,20110101,175000,Gasolina/Etanol
1063,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,20180101,950000,Gasolina/Etanol
1064,Maruti Celerio LXI MT BSIV,20190101,340000,Gasolina/Etanol
1065,Renault Captur 1.5 Diesel RXT,20170101,825000,Diesel
1066,Audi A4 30 TFSI Technology,20180101,3100000,Gasolina
1067,Honda Amaze VX Diesel BSIV,20180101,780000,Diesel
1068,Toyota Corolla Altis 1.8 VL AT,20100101,350000,Gasolina/Etanol
1069,Honda Amaze VX Petrol BSIV,20180101,690000,Gasolina/Etanol
1070,Maruti Alto 800 VXI,20160101,245000,Gasolina/Etanol
1071,Honda Amaze VX Diesel BSIV,20180101,790000,Diesel
1072,Honda Amaze VX i-VTEC,20180101,680000,Gasolina/Etanol
1073,Hyundai Grand i10 Asta Option,20170101,540000,Gasolina/Etanol
1074,Mahindra KUV 100 mFALCON G80 K2,20160101,425000,Diesel
1075,Maruti Zen Estilo Sports,20080101,140000,Gasolina/Etanol
1076,Maruti Ertiga ZDI Plus,20190101,1100000,Gasolina/Etanol
1077,Renault Lodgy 85PS RxL,20150101,715000,Gasolina/Etanol
1078,Audi A4 3.0 TDI Quattro,20130101,1580000,Diesel
1079,Audi Q3 2.0 TDI Quattro Premium Plus,20150101,1750000,Diesel
1080,Tata Zest Revotron 1.2T XMS,20180101,400000,Elétrico
1081,Audi A6 2.0 TDI  Design Edition,20140101,1750000,Diesel
1082,Audi Q5 2.0 TFSI Quattro Premium Plus,20140101,1850000,Gasolina
1083,Hyundai Santro Xing XL eRLX Euro III,20050101,114999,Gasolina/Etanol
1084,Ford EcoSport 1.5 TDCi Titanium BSIV,20180101,950000,Gasolina/Etanol
1085,Datsun GO T Petrol,20150101,310000,Gasolina/Etanol
1086,Mahindra Jeep CJ 500 DI,20060101,575000,Diesel
1087,Renault Pulse RxZ,20170101,490000,Gasolina/Etanol
1088,Hyundai Grand i10 Magna,20170101,480000,Gasolina/Etanol
1089,Land Rover Discovery Sport SD4 HSE Luxury,20160101,3500000,Gasolina
1090,Renault KWID 1.0 RXT Optional,20180101,370000,Gasolina/Etanol
1091,Maruti Baleno Alpha 1.3,20170101,835000,Gasolina/Etanol
1092,Volkswagen Polo 2015-2019 1.2 MPI Highline,20170101,650000,Gasolina/Etanol
1093,Toyota Etios VD,20140101,670000,Gasolina/Etanol
1094,Chevrolet Cruze LTZ AT,20170101,950000,Elétrico
1095,Honda City i-VTEC SV,20140101,690000,Gasolina/Etanol
1096,Volkswagen Polo 2015-2019 1.2 MPI Highline,20170101,670000,Gasolina/Etanol
1097,Tata Nexon 1.5 Revotorq XZ,20170101,925000,Elétrico
1098,Hyundai EON Magna Plus,20150101,250000,Gasolina/Etanol
1099,Tata Sumo Gold EX,20160101,509999,Não identificado
1100,Honda City i DTEC VX,20140101,520000,Diesel
1101,Tata Indica DLE,20050101,100000,Não identificado
1102,Tata Indica DLS,20060101,85000,Não identificado
1103,Tata Indigo LX,20090101,130000,Não identificado
1104,Ford EcoSport 1.5 TDCi Titanium BSIV,20180101,950000,Gasolina/Etanol
1105,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,20150101,450000,Gasolina/Etanol
1106,Honda City S,20120101,320000,Gasolina/Etanol
1107,Maruti Swift Dzire VDI,20150101,480000,Gasolina/Etanol
1108,Mercedes-Benz New C-Class C 220 CDI Grand Edition,20140101,2490000,Gasolina
1109,Toyota Innova 2.5 VX 8 STR,20120101,790000,Gasolina/Etanol
1110,Maruti Omni MPI STD BSIV,20160101,120000,Gasolina/Etanol
1111,Maruti Alto LXi,20060101,75000,Gasolina/Etanol
1112,Tata Indica GLS BS IV,20100101,99000,Não identificado
1113,Maruti S-Cross Zeta DDiS 200 SH,20180101,1015000,Gasolina/Etanol
1114,Mahindra Xylo D4 BSIV,20130101,250000,Diesel
1115,Toyota Innova Crysta 2.5 VX BS IV,20110101,520000,Gasolina/Etanol
1116,Hyundai Verna CRDi 1.6 AT SX Option,20180101,1100000,Diesel
1117,Toyota Innova 2.5 V Diesel 7-seater,20050101,200000,Diesel
1118,Maruti Swift Dzire VDI,20160101,525000,Gasolina/Etanol
1119,Hyundai i20 Asta 1.2,20160101,500000,Gasolina/Etanol
1120,Mahindra Scorpio S2 7 Seater,20160101,675000,Diesel
1121,Hyundai i10 Magna 1.2 iTech SE,20090101,150000,Gasolina/Etanol
1122,Mahindra Bolero DI,20070101,250000,Diesel
1123,Hyundai Grand i10 1.2 Kappa Sportz BSIV,20180101,450000,Gasolina/Etanol
1124,Hyundai Santro Xing XS,20090101,150000,Gasolina/Etanol
1125,Chevrolet Beat Diesel LS,20120101,200000,Diesel
1126,Mahindra Scorpio VLS AT 2.2 mHAWK,20110101,525000,Diesel
1127,Maruti Esteem VX,19990101,60000,Gasolina/Etanol
1128,Maruti Swift Vdi BSIII,20100101,180000,Gasolina/Etanol
1129,Honda Amaze S i-Dtech,20150101,475000,Diesel
1130,Mahindra Scorpio VLS AT 2.2 mHAWK,20100101,380000,Diesel
1131,Maruti Alto 800 LXI,20150101,285000,Gasolina/Etanol
1132,Maruti Alto LXi BSIII,20080101,91200,Gasolina/Etanol
1133,Datsun RediGO T Option,20170101,250000,Gasolina/Etanol
1134,Hyundai Grand i10 CRDi Sportz,20150101,400000,Diesel
1135,Hyundai Santro Xing XG AT,20060101,160000,Gasolina/Etanol
1136,Skoda Yeti Ambition 4X2,20120101,650000,Não identificado
1137,Hyundai Verna 1.6 SX,20120101,409999,Gasolina/Etanol
1138,Ford Ecosport 1.5 DV5 MT Titanium,20130101,425000,Gasolina/Etanol
1139,Maruti Wagon R LXI CNG,20130101,250000,Gasolina/Etanol
1140,Maruti Swift Dzire VXi,20090101,200000,Gasolina/Etanol
1141,Maruti Wagon R LXI CNG,20130101,250000,Gasolina/Etanol
1142,Volkswagen Polo Diesel Trendline 1.2L,20100101,130000,Diesel
1143,Maruti Eeco 5 Seater AC BSIV,20170101,260000,Gasolina/Etanol
1144,Hyundai Verna SX,20070101,155000,Gasolina/Etanol
1145,Honda Jazz 1.5 VX i DTEC,20150101,450000,Diesel
1146,Maruti SX4 Celebration Petrol,20120101,220000,Gasolina/Etanol
1147,Hyundai i20 Active S Diesel,20180101,650000,Diesel
1148,Maruti Alto 800 LXI,20180101,285000,Gasolina/Etanol
1149,Honda Amaze V CVT Petrol BSIV,20180101,725000,Gasolina/Etanol
1150,Maruti Ciaz ZXi,20160101,625000,Gasolina/Etanol
1151,Hyundai i20 Active SX Petrol,20160101,550000,Gasolina/Etanol
1152,Hyundai i10 Magna,20120101,240000,Gasolina/Etanol
1153,Nissan Terrano XL 85 PS,20140101,600000,Gasolina/Etanol
1154,Tata New Safari DICOR 2.2 EX 4x2,20120101,350000,Não identificado
1155,Hyundai EON Magna Plus,20150101,245000,Gasolina/Etanol
1156,Mahindra Bolero B6,20160101,600000,Diesel
1157,BMW X1 sDrive 20d xLine,20170101,2400000,Gasolina
1158,Mahindra Scorpio SLE BS IV,20140101,620000,Diesel
1159,Maruti Swift Dzire 1.2 Vxi BSIV,20140101,395000,Gasolina/Etanol
1160,Maruti Ertiga ZXI,20140101,635000,Gasolina/Etanol
1161,Maruti Alto LX,20110101,180000,Gasolina/Etanol
1162,Maruti Swift ZDI Plus,20150101,484999,Gasolina/Etanol
1163,Maruti Alto LX,20040101,110000,Gasolina/Etanol
1164,Maruti Wagon R VXI BSIII,20060101,150000,Gasolina/Etanol
1165,Chevrolet Tavera Neo 2 LT L 9 Str,20120101,400000,Elétrico
1166,Tata Indica Vista Aura Plus 1.3 Quadrajet,20120101,200000,Não identificado
1167,Renault Duster 85PS Diesel RxL Plus,20130101,302000,Diesel
1168,Maruti Swift Dzire Vdi BSIV,20110101,215000,Gasolina/Etanol
1169,Maruti Wagon R VXI BSIII,20040101,155000,Gasolina/Etanol
1170,Toyota Innova 2.5 G (Diesel) 8 Seater,20140101,1000000,Diesel
1171,Mahindra Bolero Power Plus SLX,20180101,550000,Diesel
1172,Maruti Swift 1.3 VXi,20060101,200000,Gasolina/Etanol
1173,Mahindra Scorpio S2 7 Seater,20170101,750000,Diesel
1174,Maruti Zen LXI,20050101,90000,Gasolina/Etanol
1175,Maruti Wagon R LXI Minor,20070101,80000,Gasolina/Etanol
1176,Hyundai EON D Lite Plus,20130101,229999,Gasolina/Etanol
1177,Renault KWID 1.0 RXT Optional,20170101,350000,Gasolina/Etanol
1178,Hyundai Grand i10 Magna,20150101,325000,Gasolina/Etanol
1179,Tata Tigor 1.2 Revotron XT,20180101,450000,Elétrico
1180,Maruti SX4 Celebration Diesel,20120101,250000,Diesel
1181,Volkswagen Polo Diesel Comfortline 1.2L,20120101,225000,Diesel
1182,Maruti Alto LXi,20090101,150000,Gasolina/Etanol
1183,Maruti Alto LX BSIII,20080101,110000,Gasolina/Etanol
1184,Maruti Alto LXi BSIII,20100101,150000,Gasolina/Etanol
1185,Maruti Gypsy King Hard Top,20000101,165000,Gasolina/Etanol
1186,Renault Duster 85PS Diesel RxL,20170101,610000,Diesel
1187,Tata Manza Club Class Quadrajet90 VX,20130101,170000,Não identificado
1188,Hyundai Verna CRDi,20080101,150000,Diesel
1189,Hyundai i20 Asta 1.4 CRDi,20130101,300000,Diesel
1190,Hyundai Xcent 1.1 CRDi Base,20150101,375000,Diesel
1191,Maruti Swift VDI,20130101,390000,Gasolina/Etanol
1192,Hyundai i20 Active 1.2 S,20170101,600000,Gasolina/Etanol
1193,Maruti Alto 800 LXI,20140101,204999,Gasolina/Etanol
1194,Hyundai Verna CRDi,20090101,270000,Diesel
1195,Hyundai Grand i10 Sportz,20170101,375000,Gasolina/Etanol
1196,Maruti Baleno Zeta,20200101,700000,Gasolina/Etanol
1197,Maruti Swift VXI Deca,20170101,455000,Gasolina/Etanol
1198,Hyundai i10 Sportz 1.1L,20170101,375000,Gasolina/Etanol
1199,Hyundai Grand i10 Asta,20140101,341000,Gasolina/Etanol
1200,Maruti Swift Dzire VDI,20140101,200000,Gasolina/Etanol
1201,Maruti Ignis 1.2 AMT Delta BSIV,20170101,450000,Gasolina/Etanol
1202,Hyundai Santro Xing GL Plus,20120101,170000,Gasolina/Etanol
1203,Toyota Innova Crysta 2.4 VX MT 8S BSIV,20170101,1900000,Gasolina/Etanol
1204,Mahindra Bolero Power Plus LX,20160101,500000,Diesel
1205,Maruti Vitara Brezza ZDi Plus,20160101,819999,Gasolina/Etanol
1206,Maruti Swift 1.2 DLX,20140101,351000,Gasolina/Etanol
1207,Hyundai i10 Magna 1.2 iTech SE,20110101,195000,Gasolina/Etanol
1208,Maruti Swift Dzire VDi,20080101,250000,Gasolina/Etanol
1209,Maruti Zen Estilo 1.1 VXI BSIII,20080101,120000,Gasolina/Etanol
1210,Maruti A-Star Vxi,20090101,180000,Gasolina/Etanol
1211,Mahindra KUV 100 mFALCON D75 K6,20160101,430000,Diesel
1212,Tata Nano Cx BSIV,20120101,75000,Não identificado
1213,Mahindra Xylo D4,20170101,750000,Diesel
1214,Tata Nano Lx,20110101,60000,Não identificado
1215,Toyota Innova 2.5 VX (Diesel) 8 Seater,20150101,1500000,Diesel
1216,Mahindra Bolero SLX 2WD BSIII,20110101,390000,Diesel
1217,Mahindra TUV 300 T4,20160101,630000,Diesel
1218,Tata Safari Storme VX Varicor 400,20180101,1085000,Não identificado
1219,Hyundai i10 Magna 1.2 iTech SE,20120101,190000,Gasolina/Etanol
1220,Maruti Baleno Delta Automatic,20180101,550000,Gasolina/Etanol
1221,Maruti Alto 800 LXI,20120101,200000,Gasolina/Etanol
1222,Chevrolet Spark 1.0 LT,20110101,165000,Elétrico
1223,Ford Figo Diesel Celebration Edition,20130101,260000,Diesel
1224,Maruti Alto LX,20110101,151000,Gasolina/Etanol
1225,Maruti Vitara Brezza VDi,20180101,780000,Gasolina/Etanol
1226,Tata Indica Vista Quadrajet LX,20120101,175000,Não identificado
1227,Tata Indica Vista TDI LS,20100101,170000,Diesel
1228,Tata Indica Vista TDI LS,20130101,210000,Diesel
1229,Maruti Alto LXi,20070101,90000,Gasolina/Etanol
1230,Hyundai i20 Active S Petrol,20160101,535000,Gasolina/Etanol
1231,Maruti Swift VDI BSIV,20070101,195000,Gasolina/Etanol
1232,Tata Indica Vista Terra Quadrajet 1.3L,20110101,140000,Não identificado
1233,Nissan Sunny XL,20120101,350000,Gasolina/Etanol
1234,Hyundai Verna 1.6 SX VTVT (O),20130101,425000,Gasolina/Etanol
1235,Renault KWID 1.0 RXT Optional,20170101,300000,Gasolina/Etanol
1236,Volkswagen Vento Diesel Style Limited Edition,20130101,340000,Diesel
1237,Maruti Swift Dzire VXi,20090101,250000,Gasolina/Etanol
1238,Chevrolet Aveo 1.4 LS,20080101,170000,Elétrico
1239,Honda Amaze S i-Dtech,20130101,315000,Diesel
1240,Chevrolet Beat PS,20150101,200000,Elétrico
1241,Chevrolet Beat PS,20160101,300000,Elétrico
1242,Honda Amaze S i-Dtech,20150101,300000,Diesel
1243,Honda City E,20130101,380000,Gasolina/Etanol
1244,Maruti Swift VXI BSIII,20090101,250000,Gasolina/Etanol
1245,Honda Amaze S i-Dtech,20130101,310000,Diesel
1246,Maruti Wagon R VXI Minor ABS,20100101,260000,Gasolina/Etanol
1247,Maruti Omni BSIII 8-STR W/ IMMOBILISER,20080101,150000,Gasolina/Etanol
1248,Maruti Esteem Vxi - BSIII,20060101,85000,Gasolina/Etanol
1249,Maruti Alto 800 LXI,20150101,280000,Gasolina/Etanol
1250,Mahindra Xylo H4 ABS,20160101,850000,Diesel
1251,Datsun GO Plus T Option BSIV,20170101,375000,Gasolina/Etanol
1252,Hyundai Elantra CRDi (Leather Option),20060101,125000,Diesel
1253,Chevrolet Beat Diesel LT,20120101,250000,Diesel
1254,Toyota Corolla Altis D-4D J,20140101,715000,Gasolina/Etanol
1255,Hyundai i20 1.4 CRDi Era,20110101,220000,Diesel
1256,Tata Indica Vista Aqua 1.3 Quadrajet,20100101,110000,Não identificado
1257,Hyundai Verna XXi (Petrol),20070101,150000,Gasolina/Etanol
1258,Nissan Sunny Diesel XV,20120101,300000,Diesel
1259,Datsun RediGO T Option,20170101,220000,Gasolina/Etanol
1260,Maruti Wagon R LX,20060101,75000,Gasolina/Etanol
1261,Tata Indigo LS,20090101,100000,Não identificado
1262,Ford Figo Aspire 1.2 Ti-VCT Trend,20160101,380000,Gasolina/Etanol
1263,Hyundai Santro Xing XK (Non-AC),20070101,100000,Gasolina/Etanol
1264,Volkswagen Passat 1.8 TSI MT,20100101,480000,Gasolina/Etanol
1265,Toyota Etios GD,20120101,300000,Gasolina/Etanol
1266,Chevrolet Beat Diesel LS,20130101,190000,Diesel
1267,Ford Figo Diesel LXI,20120101,190000,Diesel
1268,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,20170101,650000,Gasolina/Etanol
1269,Toyota Corolla Executive (HE),20090101,300000,Gasolina/Etanol
1270,Ford Freestyle Titanium Diesel BSIV,20160101,700000,Diesel
1271,Hyundai i10 Sportz 1.1L,20150101,310000,Gasolina/Etanol
1272,Maruti Ignis 1.2 Zeta BSIV,20180101,500000,Gasolina/Etanol
1273,Toyota Etios V,20130101,415000,Gasolina/Etanol
1274,Maruti Celerio VXI AT,20150101,395000,Gasolina/Etanol
1275,Toyota Etios Liva 1.2 G,20140101,430000,Gasolina/Etanol
1276,Toyota Corolla H6,20070101,215000,Gasolina/Etanol
1277,Renault Duster RXL AWD,20140101,550000,Gasolina/Etanol
1278,Volkswagen Polo 1.5 TDI Trendline,20140101,415000,Diesel
1279,Volkswagen Polo 1.5 TDI Comfortline,20150101,450000,Diesel
1280,Ford Figo Diesel EXI,20140101,285000,Diesel
1281,Honda Jazz VX CVT,20160101,580000,Gasolina/Etanol
1282,Maruti Swift Dzire Tour LDI,20140101,300000,Gasolina/Etanol
1283,Hyundai Verna CRDi 1.6 SX Option,20180101,1200000,Diesel
1284,Maruti 800 Std MPFi,20060101,78000,Gasolina/Etanol
1285,Maruti 800 AC,20020101,65000,Gasolina/Etanol
1286,Tata Zest Quadrajet 1.3 75PS XE,20160101,400000,Não identificado
1287,Hyundai Verna 1.6 CRDI SX Option,20160101,850000,Diesel
1288,Volkswagen Vento Diesel Highline,20130101,450000,Diesel
1289,Mercedes-Benz E-Class E250 CDI Blue Efficiency,20120101,2500000,Gasolina
1290,Toyota Etios 1.4 VXD,20170101,780000,Gasolina/Etanol
1291,Toyota Fortuner 2.8 2WD AT BSIV,20170101,3200000,Gasolina/Etanol
1292,Maruti Alto 800 VXI,20200101,350000,Gasolina/Etanol
1293,Mahindra Quanto C6,20130101,285000,Diesel
1294,Volkswagen Vento 1.5 TDI Highline,20150101,525000,Diesel
1295,Maruti Ciaz ZDi,20140101,550000,Gasolina/Etanol
1296,Volkswagen Ameo 1.5 TDI Comfortline,20180101,580000,Diesel
1297,Tata Nano CX SE,20130101,75000,Não identificado
1298,Tata Manza Aura Quadrajet,20090101,185000,Não identificado
1299,Maruti Omni E 8 Str STD,20070101,110000,Gasolina/Etanol
1300,Honda City 1.5 EXI,20040101,180000,Gasolina/Etanol
1301,Volkswagen Polo Diesel Comfortline 1.2L,20100101,350000,Diesel
1302,Chevrolet Optra 1.6 LS,20050101,60000,Elétrico
1303,Mahindra TUV 300 T10,20180101,695000,Diesel
1304,Mahindra Alturas G4 4X2 AT BSIV,20190101,2700000,Diesel
1305,Maruti Zen Estilo LX BSIII,20070101,135000,Gasolina/Etanol
1306,Mahindra Bolero Power Plus Plus AC BSIV PS,20150101,640000,Diesel
1307,Maruti Alto 800 VXI,20140101,160000,Gasolina/Etanol
1308,Tata Indica LXI,20040101,80000,Não identificado
1309,Maruti Swift Dzire VDI,20130101,340000,Gasolina/Etanol
1310,Maruti Ritz VDi,20120101,110000,Gasolina/Etanol
1311,Tata Sumo Gold EX,20130101,250000,Não identificado
1312,Toyota Innova Crysta 2.4 VX MT BSIV,20170101,1300000,Gasolina/Etanol
1313,Mahindra Quanto C6,20140101,250000,Diesel
1314,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,20090101,450000,Diesel
1315,Maruti Wagon R LX Minor,20130101,240000,Gasolina/Etanol
1316,Mahindra Bolero DI DX 7 Seater,20070101,225000,Diesel
1317,Maruti Wagon R VXI Optional,20150101,275000,Gasolina/Etanol
1318,Tata Sumo Victa CX 7/9 Str BSII,20120101,320000,Não identificado
1319,Maruti Alto LX BSIII,20080101,75000,Gasolina/Etanol
1320,Tata Indica GLS BS IV,20070101,85000,Não identificado
1321,Tata Indica Vista Aqua TDI BSIII,20090101,90000,Diesel
1322,Maruti Wagon R LXI Minor,20070101,85000,Gasolina/Etanol
1323,Mahindra Scorpio M2DI,20080101,350000,Diesel
1324,Skoda Superb Elegance 2.0 TDI CR AT,20090101,355000,Diesel
1325,Maruti Swift VXI,20200101,619000,Gasolina/Etanol
1326,Jeep Compass 2.0 Longitude Option BSIV,20180101,1700000,Não identificado
1327,Tata Indica DL,20060101,55000,Não identificado
1328,Ford Fiesta 1.6 ZXi Leather,20060101,95000,Gasolina/Etanol
1329,Volkswagen Vento Diesel Highline,20110101,300000,Diesel
1330,Ford Fiesta 1.6 ZXi Leather,20060101,81000,Gasolina/Etanol
1331,Skoda Superb Elegance 2.0 TDI CR AT,20150101,1000000,Diesel
1332,Maruti Ertiga VDI,20190101,925000,Gasolina/Etanol
1333,Mahindra Bolero Power Plus Plus AC BSIV PS,20150101,450000,Diesel
1334,Mahindra Scorpio EX,20140101,600000,Diesel
1335,Hyundai Santro Xing XL AT eRLX Euro III,20060101,85000,Gasolina/Etanol
